"Version Year","IUSA Number","Company Name","Executive First Name","Executive Last Name","Executive Title","Executive Gender","Address","City","State","ZIP Code","ZIP Four","County","Phone Number Combined","Primary SIC Code","Primary SIC Description","SIC Code 1","SIC Code 1 Description","SIC Code 1 Ad Size","SIC Code 1 Year Appeared","SIC Code 2","SIC Code 2 Description","SIC Code 3","SIC Code 3 Description","SIC Code 4","SIC Code 4 Description","SIC Code 5","SIC Code 5 Description","SIC Code 6","SIC Code 6 Description","SIC Code 7","SIC Code 7 Description","SIC Code 8","SIC Code 8 Description","SIC Code 9","SIC Code 9 Description","SIC Code 10","SIC Code 10 Description","Primary NAICS","Primary NAICS Description","NAICS 1","NAICS 1 Description","NAICS 2","NAICS 2 Description","NAICS 3","NAICS 3 Description","NAICS 4","NAICS 4 Description","NAICS 5","NAICS 5 Description","NAICS 6","NAICS 6 Description","NAICS 7","NAICS 7 Description","NAICS 8","NAICS 8 Description","NAICS 9","NAICS 9 Description","NAICS 10","NAICS 10 Description","Location Employee Size Range","Location Employee Size Actual","Location Sales Volume Range","Location Sales Volume Actual","Type of Business","Location Type","Parent IUSA Number","Subsidiary IUSA Number","Firm or Individual","Record Type","Corporate Employee Size Actual","Corporate Sales Volume Actual","Years In Database","Year Established","Home Business"
"2020","41-775-1132","Riviera LLC","Dilmurod","Sarkarov","Owner","Female","1213 Spring Garden Ave","Pittsburgh","PA","15212","4202","Allegheny","(412) 322-1100","581222","Pizza","581222","Pizza","","","581208","Restaurants","","","","","","","","","","","","","","","","","72251115","Full-Service Restaurants","72251115","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","5 to 9","00005","Less Than $500,000","$254,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","11","2011","No"
"2019","41-775-1132","Riviera LLC","Dilmurod","Sarkarov","Owner","Female","1213 Spring Garden Ave","Pittsburgh","PA","15212","4202","Allegheny","(412) 322-1100","581222","Pizza","581222","Pizza","","","581208","Restaurants","","","","","","","","","","","","","","","","","72251115","Full-Service Restaurants","72251115","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","5 to 9","00005","Less Than $500,000","$254,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","11","2011","No"
"2021","94-626-2813","Roadrunner's Inc","Kathy","Susan","Owner","Female","2401 Saw Mill Run Blvd","Pittsburgh","PA","15234","3006","Allegheny","(412) 881-2602","581208","Restaurants","581208","Restaurants","","","581301","Bars","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72241001","Drinking Places (Alcoholic Beverages)","","","","","","","","","","","","","","","","","1 to 4","00003","Less Than $500,000","$153,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","27","","No"
"2020","94-626-2813","Roadrunner's Inc","Kathy","Susan","Owner","Female","2401 Saw Mill Run Blvd","Pittsburgh","PA","15234","3006","Allegheny","(412) 881-2602","581208","Restaurants","581208","Restaurants","","","581301","Bars","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72241001","Drinking Places (Alcoholic Beverages)","","","","","","","","","","","","","","","","","1 to 4","00003","Less Than $500,000","$153,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","27","","No"
"2019","94-626-2813","Roadrunner's Inc","Kathy","Susan","Owner","Female","2401 Saw Mill Run Blvd","Pittsburgh","PA","15234","3006","Allegheny","(412) 881-2602","581208","Restaurants","581208","Restaurants","","","581301","Bars","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72241001","Drinking Places (Alcoholic Beverages)","","","","","","","","","","","","","","","","","1 to 4","00003","Less Than $500,000","$153,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","27","","No"
"2020","72-146-0565","Roasted Barrelhouse & Eatery","","","","","23 Market Sq # 1","Pittsburgh","PA","15222","1877","Allegheny","(412) 904-3470","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","7","","No"
"2019","72-146-0565","Roasted Barrelhouse & Eatery","","","","","23 Market Sq # 1","Pittsburgh","PA","15222","1877","Allegheny","(412) 904-3470","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","7","","No"
"2019","64-681-3246","Robbie's Super-Stuff Sprlcs","Robert","Chambers","Owner","Male","1000 Ardmore Blvd","Pittsburgh","PA","15221","5200","Allegheny","(412) 823-4003","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","1 to 4","00003","Less Than $500,000","$153,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","15","","No"
"2021","64-681-3246","Robbie's Superstuff Bbq","Robert","Chambers","Owner","Male","1000 Ardmore Blvd","Wilkinsburg","PA","15221","5200","Allegheny","(412) 727-7825","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","1 to 4","00003","Less Than $500,000","$153,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","15","","No"
"2020","64-681-3246","Robbie's Superstuff Bbq","Robert","Chambers","Owner","Male","1000 Ardmore Blvd","Wilkinsburg","PA","15221","5200","Allegheny","(412) 727-7825","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","1 to 4","00003","Less Than $500,000","$153,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","15","","No"
"2020","40-070-9358","Robert Wholey & Co Fish Market","Robert","Wholey","President","Male","1711 Penn Ave","Pittsburgh","PA","15222","4320","Allegheny","(412) 391-3737","542101","Seafood-Retail","542101","Seafood-Retail","","","509905","Importers (Whls)","581208","Restaurants","596104","","541105","Grocers-Retail","","","","","","","","","","","44525004","","44525004","","42399019","Other Miscellaneous Durable Goods Merchant Wholesa","72251117","Full-Service Restaurants","","","44511003","Supermarkets And Other Grocery (Except Convenience","","","","","","","","","","","100 to 249","00150","$20 - 50 Million","$24,638,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","27","1912","No"
"2021","40-070-9358","Robert Wholey & Co Fish Market","Robert","Wholey","President","Male","1711 Penn Ave","Pittsburgh","PA","15222","4320","Allegheny","(412) 391-3737","542101","Seafood-Retail","542101","Seafood-Retail","","","509905","Importers (Whls)","581208","Restaurants","596104","","541105","Grocers-Retail","","","","","","","","","","","44525004","","44525004","","42399019","Other Miscellaneous Durable Goods Merchant Wholesa","72251117","Full-Service Restaurants","","","44511003","Supermarkets And Other Grocery (Except Convenience","","","","","","","","","","","100 to 249","00150","$20 - 50 Million","$24,638,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","27","1912","No"
"2019","40-070-9358","Robert Wholey & Co Fish Market","Robert","Wholey","President","Male","1711 Penn Ave","Pittsburgh","PA","15222","4320","Allegheny","(412) 391-3737","542101","Seafood-Retail","542101","Seafood-Retail","","","509905","Importers (Whls)","581208","Restaurants","596104","","599999","Miscellaneous Retail Stores NEC","541105","Grocers-Retail","","","","","","","","","44525004","","44525004","","42399019","Other Miscellaneous Durable Goods Merchant Wholesa","72251117","Full-Service Restaurants","","","45521993","","44511003","Supermarkets And Other Grocery (Except Convenience","","","","","","","","","100 to 249","00150","$20 - 50 Million","$24,638,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","27","1912","No"
"2020","71-656-4277","Robinsons Bar & Grill","","","","","3184 Mcclure Ave","Pittsburgh","PA","15212","2366","Allegheny","(412) 415-3655","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","8","","No"
"2019","71-656-4277","Robinsons Bar & Grill","","","","","3184 Mcclure Ave","Pittsburgh","PA","15212","2366","Allegheny","(412) 415-3655","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","8","","No"
"2021","41-643-9804","Roc & Rol Inc","Gina Z","Di Silvio","President","Female","4354 Murray Ave","Pittsburgh","PA","15217","2906","Allegheny","(412) 521-2721","581301","Bars","581301","Bars","","","","","","","","","","","","","","","","","","","","","72241001","Drinking Places (Alcoholic Beverages)","72241001","Drinking Places (Alcoholic Beverages)","","","","","","","","","","","","","","","","","","","1 to 4","00003","Less Than $500,000","$176,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","11","","No"
"2020","41-643-9804","Roc & Rol Inc","Gina Z","Di Silvio","President","Female","4354 Murray Ave","Pittsburgh","PA","15217","2906","Allegheny","(412) 521-2721","581301","Bars","581301","Bars","","","","","","","","","","","","","","","","","","","","","72241001","Drinking Places (Alcoholic Beverages)","72241001","Drinking Places (Alcoholic Beverages)","","","","","","","","","","","","","","","","","","","1 to 4","00003","Less Than $500,000","$176,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","11","","No"
"2019","41-643-9804","Roc & Rol Inc","Gina Z","Di Silvio","President","Female","4354 Murray Ave","Pittsburgh","PA","15217","2906","Allegheny","(412) 521-2721","581301","Bars","581301","Bars","","","","","","","","","","","","","","","","","","","","","72241001","Drinking Places (Alcoholic Beverages)","72241001","Drinking Places (Alcoholic Beverages)","","","","","","","","","","","","","","","","","","","1 to 4","00003","Less Than $500,000","$176,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","11","","No"
"2021","73-913-6626","Rocchio's Deli","Renee","Rocchio","Owner","Female","1408 Potomac Ave","Pittsburgh","PA","15216","2608","Allegheny","(412) 563-3354","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","5","2018","No"
"2020","73-913-6626","Rocchio's Deli","Renee","Rocchio","Owner","Female","1408 Potomac Ave","Pittsburgh","PA","15216","2608","Allegheny","(412) 563-3354","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$153,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","5","2018","No"
"2019","73-913-6626","Rocchio's Deli","Renee","Rocchio","Owner","Female","1408 Potomac Ave","Pittsburgh","PA","15216","2608","Allegheny","(412) 563-3354","581209","","581209","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1 to 4","00003","Less Than $500,000","$153,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","5","2018","No"
"2021","40-065-3196","Rocco Tavern","Auggie","Rocco","Owner","Male","7105 Harrison Ave","Pittsburgh","PA","15218","2022","Allegheny","(412) 241-9229","581301","Bars","581301","Bars","","","","","","","","","","","","","","","","","","","","","72241001","Drinking Places (Alcoholic Beverages)","72241001","Drinking Places (Alcoholic Beverages)","","","","","","","","","","","","","","","","","","","1 to 4","00003","Less Than $500,000","$176,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","14","","No"
"2020","40-065-3196","Rocco Tavern","Auggie","Rocco","Owner","Male","7105 Harrison Ave","Pittsburgh","PA","15218","2022","Allegheny","(412) 241-9229","581301","Bars","581301","Bars","","","","","","","","","","","","","","","","","","","","","72241001","Drinking Places (Alcoholic Beverages)","72241001","Drinking Places (Alcoholic Beverages)","","","","","","","","","","","","","","","","","","","1 to 4","00003","Less Than $500,000","$176,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","14","","No"
"2019","40-065-3196","Rocco Tavern","Auggie","Rocco","Owner","Male","7105 Harrison Ave","Pittsburgh","PA","15218","2022","Allegheny","(412) 241-9229","581301","Bars","581301","Bars","","","","","","","","","","","","","","","","","","","","","72241001","Drinking Places (Alcoholic Beverages)","72241001","Drinking Places (Alcoholic Beverages)","","","","","","","","","","","","","","","","","","","1 to 4","00003","Less Than $500,000","$176,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","14","","No"
"2020","11-853-0013","Rochester Inn & Hardwood Grill","Todd","Du Mont","Owner","Male","505 Rochester Rd","Pittsburgh","PA","15237","1747","Allegheny","(412) 364-8166","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","20 to 49","00020","$1 - 2.5 Million","$1,015,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","37","","No"
"2019","11-853-0013","Rochester Inn & Hardwood Grll","Todd","Du Mont","Owner","Male","505 Rochester Rd","Pittsburgh","PA","15237","1747","Allegheny","(412) 364-8166","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","20 to 49","00020","$1 - 2.5 Million","$1,015,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","37","","No"
"2021","11-853-0013","Rochester Inn Hardwood Grill","Todd","Du Mont","Owner","Male","505 Rochester Rd","Pittsburgh","PA","15237","1747","Allegheny","(412) 364-8166","581208","Restaurants","581208","Restaurants","","","581301","Bars","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72241001","Drinking Places (Alcoholic Beverages)","","","","","","","","","","","","","","","","","20 to 49","00020","$1 - 2.5 Million","$1,015,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","37","","No"
"2020","71-815-8683","Rock 'N' Joe LLC","Shawn","Levine","CEO","Male","524 Penn Ave","Pittsburgh","PA","15222","3203","Allegheny","(412) 281-7111","581228","Coffee Shops","581228","Coffee Shops","","","","","","","","","","","","","","","","","","","","","72251505","Snack And Nonalcoholic Beverage Bars","72251505","Snack And Nonalcoholic Beverage Bars","","","","","","","","","","","","","","","","","","","5 to 9","00007","Less Than $500,000","$356,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","8","2015","No"
"2019","71-815-8683","Rock 'N' Joe LLC","Shawn","Levine","CEO","Male","524 Penn Ave","Pittsburgh","PA","15222","3203","Allegheny","(412) 281-7111","581228","Coffee Shops","581228","Coffee Shops","","","","","","","","","","","","","","","","","","","","","72251505","Snack And Nonalcoholic Beverage Bars","72251505","Snack And Nonalcoholic Beverage Bars","","","","","","","","","","","","","","","","","","","5 to 9","00007","Less Than $500,000","$356,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","8","","No"
"2020","50-571-7579","Rock Room","Brandon","Enos","Owner","Male","1054 Herron Ave # 1","Pittsburgh","PA","15219","6718","Allegheny","(412) 683-4418","581301","Bars","581301","Bars","","","581208","Restaurants","","","","","","","","","","","","","","","","","72241001","Drinking Places (Alcoholic Beverages)","72241001","Drinking Places (Alcoholic Beverages)","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","1 to 4","00001","Less Than $500,000","$59,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","13","","Yes"
"2021","50-571-7579","Rock Room","Brandon","Enos","Owner","Male","1054 Herron Ave # 1","Pittsburgh","PA","15219","6718","Allegheny","(412) 683-4418","581301","Bars","581301","Bars","","","581208","Restaurants","","","","","","","","","","","","","","","","","72241001","Drinking Places (Alcoholic Beverages)","72241001","Drinking Places (Alcoholic Beverages)","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","1 to 4","00001","Less Than $500,000","$59,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","13","","Yes"
"2019","50-571-7579","Rock Room","Brandon","Enos","Owner","Male","1054 Herron Ave # 1","Pittsburgh","PA","15219","6727","Allegheny","(412) 683-4418","581301","Bars","581301","Bars","","","581208","Restaurants","","","","","","","","","","","","","","","","","72241001","Drinking Places (Alcoholic Beverages)","72241001","Drinking Places (Alcoholic Beverages)","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","1 to 4","00001","Less Than $500,000","$59,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","13","","No"
"2021","11-844-4330","Roland's Seafood Grill","Paul","Carrozzi","President","Male","1904 Penn Ave","Pittsburgh","PA","15222","4416","Allegheny","(412) 261-3401","581208","Restaurants","581208","Restaurants","","","581212","Caterers","411914","Transportation Services","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72232001","Caterers","48599906","All Other Transit And Ground Passenger Transportat","","","","","","","","","","","","","","","50 to 99","00050","$2.5 - 5 Million","$2,538,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","38","1959","No"
"2020","11-844-4330","Roland's Seafood Grill","Paul","Carrozzi","President","Male","1904 Penn Ave","Pittsburgh","PA","15222","4416","Allegheny","(412) 261-3426","581208","Restaurants","581208","Restaurants","","","581212","Caterers","411914","Transportation Services","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72232001","Caterers","48599906","All Other Transit And Ground Passenger Transportat","","","","","","","","","","","","","","","50 to 99","00050","$2.5 - 5 Million","$2,538,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","38","1959","No"
"2019","11-844-4330","Roland's Seafood Grill","Paul","Carrozzi","President","Male","1904 Penn Ave","Pittsburgh","PA","15222","4416","Allegheny","(412) 261-3426","581208","Restaurants","581208","Restaurants","","","581223","","581212","Caterers","411914","Transportation Services","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","72232001","Caterers","48599906","All Other Transit And Ground Passenger Transportat","","","","","","","","","","","","","50 to 99","00050","$2.5 - 5 Million","$2,538,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","38","1959","No"
"2021","75-150-6733","Rolling Pepperoni LLC","Kat","Schuler","Owner","Female","6140 Butler St","Pittsburgh","PA","15201","2120","Allegheny","(412) 929-0235","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","1 to 4","00001","Less Than $500,000","$51,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","3","2020","No"
"2021","42-519-3770","Roman Bistro","Mike","Roman","Owner","Male","2104 Ardmore Blvd","Pittsburgh","PA","15221","4872","Allegheny","(412) 871-3704","581208","Restaurants","581208","Restaurants","","","581301","Bars","581220","Restaurant Management","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72241001","Drinking Places (Alcoholic Beverages)","72231009","Food Service Contractors","","","","","","","","","","","","","","","50 to 99","00050","$2.5 - 5 Million","$2,538,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","11","","No"
"2020","42-519-3770","Roman Bistro","Mike","Roman","Owner","Male","2104 Ardmore Blvd","Pittsburgh","PA","15221","4872","Allegheny","(412) 871-3704","581208","Restaurants","581208","Restaurants","","","581301","Bars","581220","Restaurant Management","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72241001","Drinking Places (Alcoholic Beverages)","72231009","Food Service Contractors","","","","","","","","","","","","","","","50 to 99","00050","$2.5 - 5 Million","$2,538,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","11","","No"
"2019","42-519-3770","Roman Bistro","Mike","Roman","Owner","Male","2104 Ardmore Blvd","Pittsburgh","PA","15221","4824","Allegheny","(412) 871-3704","581208","Restaurants","581208","Restaurants","","","581301","Bars","581220","Restaurant Management","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72241001","Drinking Places (Alcoholic Beverages)","72231009","Food Service Contractors","","","","","","","","","","","","","","","50 to 99","00050","$2.5 - 5 Million","$2,538,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","11","","No"
"2020","97-478-6386","Ron's Pizza Palace","Ron","Schwartz","Owner","Male","1535 Lowrie St","Pittsburgh","PA","15212","4372","Allegheny","(412) 231-7699","581222","Pizza","581222","Pizza","","","581208","Restaurants","","","","","","","","","","","","","","","","","72251115","Full-Service Restaurants","72251115","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","1 to 4","00003","Less Than $500,000","$153,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","26","","No"
"2021","97-478-6386","Ron's Pizza Palace","Ron","Schwartz","Owner","Male","1535 Lowrie St","Pittsburgh","PA","15212","4372","Allegheny","(412) 231-7699","581222","Pizza","581222","Pizza","","","581208","Restaurants","","","","","","","","","","","","","","","","","72251115","Full-Service Restaurants","72251115","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","1 to 4","00003","Less Than $500,000","$153,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","26","","No"
"2019","97-478-6386","Ron's Pizza Palace","Ron","Schwartz","Owner","Male","1535 Lowrie St","Pittsburgh","PA","15212","4372","Allegheny","(412) 231-7699","581222","Pizza","581222","Pizza","","","581208","Restaurants","","","","","","","","","","","","","","","","","72251115","Full-Service Restaurants","72251115","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","1 to 4","00003","Less Than $500,000","$153,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","26","","No"
"2021","73-493-0346","Roost","Dan","Senisi","Manager","Male","242 Forbes Ave","Pittsburgh","PA","15222","1806","Allegheny","(412) 281-1616","651211","Event Centers","651211","Event Centers","","","581208","Restaurants","581301","Bars","729932","Wedding Consultants Planning/Arranging","","","","","","","","","","","","","71131005","Promoters Of Performing Arts, Sports, And Similar","71131005","Promoters Of Performing Arts, Sports, And Similar","72251117","Full-Service Restaurants","72241001","Drinking Places (Alcoholic Beverages)","81299033","All Other Personal Services","","","","","","","","","","","","","5 to 9","00008","$2.5 - 5 Million","$3,229,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","5","","No"
"2020","73-493-0346","Roost","Dan","Senisi","Manager","Male","242 Forbes Ave # 2","Pittsburgh","PA","15222","1806","Allegheny","(412) 281-1616","581208","Restaurants","581208","Restaurants","","","581301","Bars","729932","Wedding Consultants Planning/Arranging","651211","Event Centers","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72241001","Drinking Places (Alcoholic Beverages)","81299033","All Other Personal Services","71131005","Promoters Of Performing Arts, Sports, And Similar","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","5","","No"
"2019","73-493-0346","Roost","Dan","Senisi","Manager","Male","242 Forbes Ave # 2","Pittsburgh","PA","15222","1806","Allegheny","(412) 281-1616","581208","Restaurants","581208","Restaurants","","","581301","Bars","729932","Wedding Consultants Planning/Arranging","651211","Event Centers","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72241001","Drinking Places (Alcoholic Beverages)","81299033","All Other Personal Services","71131005","Promoters Of Performing Arts, Sports, And Similar","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","5","","No"
"2021","73-917-4699","Roots Natural Kitchen","Joe","Muth","Manager","Male","3610 Forbes Ave","Pittsburgh","PA","15213","3407","Allegheny","(412) 904-3190","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","10 to 19","00012","$500,000 - 1 Million","$609,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","5","2018","No"
"2020","73-917-4699","Roots Natural Kitchen","Joe","Muth","Manager","Male","3610 Forbes Ave","Pittsburgh","PA","15213","3407","Allegheny","(412) 904-3190","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","10 to 19","00012","$500,000 - 1 Million","$609,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","5","2018","No"
"2019","73-917-4699","Roots Natural Kitchen","Joe","Muth","Manager","Male","3610 Forbes Ave","Pittsburgh","PA","15213","3407","Allegheny","(412) 904-3190","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","10 to 19","00012","$500,000 - 1 Million","$609,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","5","2018","No"
"2021","42-603-6309","Rose Tea Cafe","","","","","414 S Craig St","Pittsburgh","PA","15213","3709","Allegheny","(412) 802-0788","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","10","","No"
"2020","42-603-6309","Rose Tea Cafe","","","","","414 S Craig St","Pittsburgh","PA","15213","3709","Allegheny","(412) 802-0788","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","10","","No"
"2019","42-603-6309","Rose Tea Cafe","","","","","414 S Craig St","Pittsburgh","PA","15213","3709","Allegheny","(412) 802-0788","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","10","","No"
